"","x"
"1",4.14936016242021
"2",6.9651633724475
"3",5.97797148230606
"4",6.68897030852665
"5",3.08106604637674
"6",6.24595975098056
"7",4.94553215624231
"8",4.96617093609817
"9",9.17259572308442
"10",7.15937347460801
"11",2.99375466511477
"12",1.97235167504234
"13",5.74056968296247
"14",5.1386584414209
"15",6.53158929999143
"16",2.41031899632311
"17",1.92899840479115
"18",4.14700962782995
"19",5.39418304501566
"20",5.523069923486
"21",5.37179644239772
"22",7.74176398803658
"23",8.0892511252999
"24",5.47842028099454
"25",3.6500377338072
"26",4.30252303424049
"27",5.86067942784106
"28",4.20221258963359
"29",7.69999848706262
"30",3.94498289726911
"31",5.66841700457285
"32",5.13349808434248
"33",4.99108773671425
"34",8.71411838039471
"35",8.88928705093568
"36",4.86195615228939
"37",5.65235266174192
"38",6.43260127846794
"39",7.41625449248884
"40",5.27915019507397
"41",5.73159637985033
"42",7.05458381276617
"43",5.77492011478353
"44",2.24200861545034
"45",9.9952623781844
"46",3.63983988572884
"47",6.45509455723277
"48",2.25956115469373
"49",6.74600213744112
"50",10.2324072942334
"51",3.05979581503615
"52",6.15266074034474
"53",3.25515291877583
"54",1.17326751144578
"55",8.03146744303291
"56",4.49453427687096
"57",6.69507619252385
"58",5.85076860179552
"59",5.31690959583827
"60",4.56417749521974
"61",4.54114173045191
"62",8.05508841326367
"63",6.236098470653
"64",5.46594718443577
"65",9.05091757817029
"66",5.53893180118834
"67",5.74030793448652
"68",2.2979155643888
"69",4.29380407835147
"70",5.60360562298454
"71",2.23775011641148
"72",2.76580760686783
"73",2.67452977185202
"74",8.04780115052235
"75",9.0247799008316
"76",3.14265150081155
"77",6.87417863659287
"78",4.71016264464906
"79",4.21033019429693
"80",5.96671078519331
"81",7.82560308404206
"82",5.86581873051324
"83",7.31267590822248
"84",6.61309623246261
"85",4.2298736330268
"86",2.15127329295364
"87",9.42678580073597
"88",4.33312860323078
"89",2.38290893836943
"90",2.20506682588904
"91",5.0084853531914
"92",1.45842913034872
"93",4.30906707680224
"94",2.37982823277536
"95",3.51988502024278
"96",4.36463893195347
"97",6.17904469656232
"98",3.84553687142194
"99",4.80963773980239
"100",4.89577912025624
"101",4.78567783497041
"102",4.58415432653829
"103",6.6265281022427
"104",4.69709281442249
"105",6.23416778392598
"106",3.9913978244448
"107",11.7177561137499
"108",2.38074420432985
"109",4.27901681605199
"110",11.1801430953571
"111",6.4520792064256
"112",5.22582450797949
"113",1.54540007114374
"114",4.7192772164187
"115",5.88255554321041
"116",10.7889976727204
"117",5.94294277776005
"118",4.76952293253076
"119",6.53890999977414
"120",2.05639688686026
"121",1.92136078112044
"122",3.45144103813869
"123",5.22242208413488
"124",2.92282362078013
"125",3.48660219129721
"126",4.58350961851189
"127",7.02931560116426
"128",2.41020409006259
"129",16.8207776112133
"130",2.90552786085728
"131",9.01654971331342
"132",1.920106184765
"133",6.26182542285853
"134",2.39466107299858
"135",1.93791657478878
"136",1.47333688216504
"137",0.901021506940045
"138",1.63641464563758
"139",10.6137491537668
"140",6.95883121076171
"141",3.33075781387257
"142",6.54687936088449
"143",5.13884247326948
"144",2.39804407017726
"145",2.86720288963672
"146",5.05363048720219
"147",8.09912961793654
"148",5.75339778416366
"149",6.57307059316041
"150",5.42443093697216
"151",1.44783739596621
"152",4.10596418144292
"153",3.02059693230985
"154",3.20311835811046
"155",3.06901295690008
"156",3.53120373750035
"157",2.22694966715441
"158",1.30523157771189
"159",3.70951541694071
"160",5.85203972040412
"161",8.29796855801304
"162",3.98284459858908
"163",2.15842832512066
"164",7.4559673133232
"165",2.57579632720562
"166",3.83737505682216
"167",7.3774761687355
"168",2.49224527537326
"169",3.03700147040228
"170",3.08191176468798
"171",3.81960457530184
"172",7.35664959897476
"173",2.32601737532537
"174",4.99908671392602
"175",9.14609440910603
"176",7.70477764207583
"177",3.963853993192
"178",4.10579328962546
"179",3.20848403304783
"180",5.87588895425612
"181",3.44304389232088
"182",4.00620610937893
"183",5.48728860129618
"184",3.93405638670621
"185",1.82076252011109
"186",7.5176904953592
"187",3.27504447336813
"188",12.1601522594277
"189",2.51353319159266
"190",6.33550215091188
"191",2.17103287339587
"192",11.3852206538509
"193",13.1037104720696
"194",2.64780935793351
"195",6.01246593096711
"196",8.37143731880187
"197",9.38939640736054
"198",3.32965692951444
"199",3.43865602563513
"200",7.72368710421211
"201",3.40734667615782
"202",5.20458636827704
"203",4.04705064814305
"204",4.80721429403517
"205",5.3869754606674
"206",5.90993341014388
"207",4.37127409581232
"208",5.43400616803047
"209",3.44375737466787
"210",5.33634285394604
"211",6.36051885831384
"212",3.22586018867087
"213",7.45051226412244
"214",2.52056873831763
"215",2.81293378513433
"216",4.31771220950786
"217",4.73455382125486
"218",2.65929310156548
"219",6.92124292770099
"220",2.02296442628584
"221",7.03194912114209
"222",9.21071976176032
"223",8.71761667477219
"224",2.0501163277155
"225",3.50658462718688
"226",7.91447088765829
"227",5.07748566389575
"228",2.75696662856024
"229",8.24295421326934
"230",5.95580876060742
"231",3.24240686192565
"232",8.89820150880309
"233",6.06910405946125
"234",1.89340336167384
"235",6.95339527933142
"236",3.27546944560168
"237",5.8501978887632
"238",4.73876432899958
"239",4.42906022597329
"240",3.75571892115051
"241",6.35001302454844
"242",5.0257162569442
"243",4.73715073271992
"244",5.5198630811854
"245",9.81401404193332
"246",8.29585130778569
"247",5.86366890052013
"248",2.01596755517385
"249",4.42114435667709
"250",7.08686976244436
"251",2.89396849992035
"252",9.04212379323717
"253",6.55339049029402
"254",2.53308702712959
"255",4.1970298175089
"256",1.69688350462378
"257",5.45220151006006
"258",4.50667809058646
"259",4.33221355417949
"260",3.23650462107148
"261",10.6333208092073
"262",7.79058083745449
"263",6.1381839691058
"264",2.48244895061908
"265",14.8735082349906
"266",5.35507302152917
"267",7.75550704954637
"268",3.74118673116784
"269",6.08552133554222
"270",4.94845491133487
"271",6.06337764240728
"272",3.05104713117641
"273",1.66347888025867
"274",1.21797356013011
"275",2.05579932049797
"276",2.97766617383608
"277",6.91275704116357
"278",8.28622095257844
"279",3.01186073576568
"280",4.55105967929312
"281",5.01020560463928
"282",2.86593571350006
"283",7.40807097924624
"284",3.35428743650498
"285",5.06579880428503
"286",1.92487094431298
"287",5.19755005834883
"288",5.56690738109946
